"YYYY","MM","DD","hh","WD","WSPD","GST","WVHT","DPD","APD","MWD","BAR","ATMP","WTMP","DEWP","VIS"
1999,3,27,17,18,5.5,6.3,0.47,3.45,3.58,999,1025.1,3.9,2.9,999,99
1999,3,27,18,20,4.9,5.8,0.47,3.57,3.62,999,1024.3,3.6,2.9,999,99
1999,3,27,19,24,6.1,7,0.45,3.57,3.65,999,1023.4,3.9,3.1,999,99
1999,3,27,20,23,5.6,6.6,0.52,3.57,3.69,999,1022.6,3.9,3.1,999,99
1999,3,27,21,17,5.6,6.4,0.54,3.57,3.75,999,1022,3.9,3.1,999,99
1999,3,27,22,35,4.5,5.2,0.5,3.85,3.83,999,1022.1,3.9,3.1,999,99
1999,3,27,23,31,3.9,4.5,0.53,9.09,3.98,999,1022,3.7,3.1,999,99
1999,3,28,0,34,5.2,5.9,0.52,9.09,3.98,999,1021.3,3.9,2.9,999,99
1999,3,28,1,45,5.5,6.4,0.56,3.7,4.11,999,1021.2,3.9,2.9,999,99
1999,3,28,2,38,5.1,6,0.6,4,4.06,999,1020.6,3.9,2.8,999,99
1999,3,28,3,30,5.1,5.9,0.72,4.35,4.23,999,1020.5,3.9,2.8,999,99
1999,3,28,4,34,4.8,5.5,0.73,5.56,4.36,999,1019.9,3.9,2.8,999,99
1999,3,28,5,25,6,7.1,0.85,5,4.47,999,1019,4,2.8,999,99
1999,3,28,6,23,7.4,8.5,0.95,5.56,4.28,999,1018.1,4,2.8,999,99
1999,3,28,7,15,8.4,9.9,1.1,5.56,4.43,999,1017.4,4,2.8,999,99
1999,3,28,8,19,9.2,11.1,1.23,5.56,4.45,999,1016.4,4.2,2.8,999,99
1999,3,28,9,16,10.5,12.5,1.39,5.56,4.44,999,1015.6,4,2.8,999,99
1999,3,28,10,15,9.8,11.6,1.57,5.88,4.61,999,1015.1,4,2.8,999,99
1999,3,28,11,17,9.7,11.9,1.68,6.25,4.81,999,1015,4,2.8,999,99
1999,3,28,12,19,6.5,8,1.74,6.25,5.17,999,1016.4,3.6,2.8,999,99
1999,3,28,13,11,9.6,11.5,2,6.67,5.32,999,1015.5,3.5,2.8,999,99
1999,3,28,14,11,9.8,11.6,2.14,6.25,5.33,999,1015,3.8,2.8,999,99
1999,3,28,15,6,10.6,12.9,2.4,7.14,5.6,999,1014.8,3.2,2.8,999,99
1999,3,28,16,7,10.4,12.8,2.35,7.69,5.77,999,1014.4,3.2,2.8,999,99
1999,3,28,17,4,10.6,12.9,2.34,9.09,5.79,999,1013.6,3.2,2.8,999,99
1999,3,28,18,5,10.8,12.7,2.21,7.69,5.67,999,1013.3,3.2,2.8,999,99
1999,3,28,19,2,10.2,12.6,2.31,9.09,5.9,999,1012.3,3.5,2.8,999,99
1999,3,28,20,6,9.4,11.2,2.17,7.69,5.72,999,1012.4,3.6,2.8,999,99
1999,3,28,21,357,8.8,10.2,1.96,6.25,5.61,999,1011.8,3.6,2.8,999,99
1999,3,28,22,6,8.9,11.4,1.9,6.67,5.38,999,1011.8,3.9,2.8,999,99
1999,3,28,23,354,14.5,17.4,1.96,7.14,5.11,999,1007.7,3.9,2.8,999,99
1999,3,29,0,10,10.7,13.3,2.11,6.67,5.22,999,1009.6,4.3,2.8,999,99
1999,3,29,1,355,8.4,10.6,2.05,6.67,5.43,999,1009.6,4.7,2.8,999,99
1999,3,29,2,11,5.8,6.9,2.09,7.69,5.67,999,1010,4.8,2.8,999,99
1999,3,29,3,15,4.1,4.6,1.79,8.33,5.63,999,1009.7,4.7,2.8,999,99
1999,3,29,4,319,4.7,6.2,1.74,8.33,5.83,999,1008.4,4.7,2.8,999,99
1999,3,29,5,305,5.2,6,1.7,8.33,6.1,999,1008.4,4.8,2.8,999,99
1999,3,29,6,295,4.7,5.5,1.68,8.33,6.22,999,1008.2,4.7,2.8,999,99
1999,3,29,7,303,3,3.7,1.52,8.33,6.17,999,1008,4.4,2.8,999,99
1999,3,29,8,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,29,9,283,3,3.7,1.47,8.33,6.35,999,1007.8,4.4,2.8,999,99
1999,3,29,10,271,3,3.6,1.47,7.69,6.11,999,1008,4.3,2.8,999,99
1999,3,29,11,291,3.1,3.8,1.45,8.33,6.15,999,1008.9,4.4,2.8,999,99
1999,3,29,12,285,2.6,3.2,1.37,7.69,6.16,999,1008.8,4.7,2.8,999,99
1999,3,29,13,268,1.8,2.3,1.23,8.33,6.12,999,1008.7,4.7,2.8,999,99
1999,3,29,14,262,0.7,1.2,1.11,7.69,5.96,999,1008,5.1,3.1,999,99
1999,3,29,15,241,2.3,3,1.12,8.33,6.07,999,1007.4,5.3,3.2,999,99
1999,3,29,16,247,1.9,2.4,1.07,7.69,6.22,999,1007,6.3,3.9,999,99
1999,3,29,17,216,1,1.8,1.07,8.33,6.32,999,1006.5,7.8,4.7,999,99
1999,3,29,18,94,1.5,1.8,0.92,7.69,6.28,999,1006.3,7.5,4.7,999,99
1999,3,29,19,85,2.6,3.2,0.87,8.33,6.2,999,1006.3,7,4.3,999,99
1999,3,29,20,86,3.4,3.8,1.01,7.69,6.51,999,1005.8,6.9,4.8,999,99
1999,3,29,21,159,3.5,4,0.92,6.67,6.23,999,1006.3,6,5.1,999,99
1999,3,29,22,139,3.9,4.3,0.86,7.69,6.25,999,1006.5,6,4.7,999,99
1999,3,29,23,153,2.1,2.5,0.79,6.67,5.74,999,1007.1,6,4,999,99
1999,3,30,0,255,3.3,3.8,0.87,6.67,5.87,999,1007.9,7.6,4.4,999,99
1999,3,30,1,298,4.7,5.2,0.76,7.69,5.72,999,1008.7,9.4,3.6,999,99
1999,3,30,2,260,4,4.6,0.77,7.69,5.84,999,1009.4,8.2,3.2,999,99
1999,3,30,3,269,7.2,8.1,0.81,7.69,6.07,999,1009.5,8.6,3.1,999,99
1999,3,30,4,288,7.2,8.2,0.82,7.14,4.61,999,1010.3,8.6,2.9,999,99
1999,3,30,5,283,7.3,8.9,0.85,7.14,4.16,999,1010.4,8.2,2.9,999,99
1999,3,30,6,285,8.6,10,0.86,3.23,3.9,999,1010.2,8.3,3.2,999,99
1999,3,30,7,267,5.9,6.8,0.78,7.69,4.34,999,1011,7.4,3.2,999,99
1999,3,30,8,266,4.9,5.6,0.59,7.69,4.3,999,1011.3,7.1,3.2,999,99
1999,3,30,9,270,5.5,6.8,0.54,6.67,5.05,999,1011.7,6.8,3.2,999,99
1999,3,30,10,264,6.4,7.2,0.62,7.14,3.98,999,1011.8,6.5,3.2,999,99
1999,3,30,11,265,7.5,8.9,0.67,7.69,4.04,999,1012.4,6.6,3.1,999,99
1999,3,30,12,267,6.2,7.2,0.57,7.14,4.07,999,1013.5,6.3,3.1,999,99
1999,3,30,13,281,6.8,8.5,0.59,3.33,3.83,999,1013.7,6.3,3.1,999,99
1999,3,30,14,291,5.9,7.4,0.56,3.57,3.71,999,1014.2,6.4,3.1,999,99
1999,3,30,15,287,6.1,7.8,0.65,3.57,3.67,999,1014.2,6.8,3.1,999,99
1999,3,30,16,281,5.7,6.5,0.64,3.57,3.65,999,1014.3,7.1,3.2,999,99
1999,3,30,17,275,2.1,3,0.48,3.45,3.68,999,1014.6,7.5,4,999,99
1999,3,30,18,311,6.8,8.9,0.48,3.23,3.59,999,1014.1,8.4,4.3,999,99
1999,3,30,19,295,7.5,10,0.73,3.85,3.61,999,1014,8.8,4.4,999,99
1999,3,30,20,271,7.9,9.9,0.92,4.17,3.77,999,1014.2,8.7,4.7,999,99
1999,3,30,21,297,8.1,10,0.88,4,3.68,999,1014.5,8.6,4.4,999,99
1999,3,30,22,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,30,23,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,0,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,1,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,2,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,3,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,4,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,5,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,6,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,7,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,8,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,9,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,10,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,11,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,12,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,13,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,14,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,15,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,16,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,17,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,18,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,19,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,20,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,21,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,22,999,99,99,99,99,99,999,9999,999,999,999,99
1999,3,31,23,274,4.9,5.5,0.37,3.45,3.38,999,1011.8,12.1,4.3,999,99
1999,4,1,0,286,3.7,4.2,0.25,3.12,3.24,999,1012.6,10.9,4.3,999,99
1999,4,1,1,261,1.5,1.9,0.19,2.94,3.39,999,1013.3,11,4.7,999,99
1999,4,1,2,195,2.1,3.3,0,0,0,999,1013.5,10.8,4.4,999,99
1999,4,1,3,201,3.7,4.1,0,0,0,999,1013.6,10.5,4.4,999,99
1999,4,1,4,207,4.6,4.9,0,0,0,999,1013.9,9.7,4.7,999,99
1999,4,1,5,211,3.7,3.9,0.16,3.7,3.83,999,1013.7,9,4.5,999,99
1999,4,1,6,285,2.8,3.4,0.16,3.33,3.87,999,1013.9,8.4,4.4,999,99
1999,4,1,7,240,2.8,3.2,0.17,2.94,3.8,999,1013.5,9.1,4.4,999,99
1999,4,1,8,232,3.3,3.7,0,0,0,999,1013.3,7.8,4.3,999,99
1999,4,1,9,247,3.2,3.6,0,0,0,999,1012.8,8.2,4.2,999,99
1999,4,1,10,254,3.8,4.1,0.23,6.67,4.24,999,1013.2,8.2,4.3,999,99
1999,4,1,11,249,4.4,4.8,0,0,0,999,1013.2,8.7,4.3,999,99
1999,4,1,12,342,2.7,3.5,0,0,0,999,1014.1,8.1,4.3,999,99
1999,4,1,13,34,2.7,3,0.18,5.56,4.83,999,1014.2,5.6,4.3,999,99
1999,4,1,14,360,2.1,2.6,0.21,6.67,4.69,999,1014.3,5.6,4.5,999,99
1999,4,1,15,23,0.8,1.2,0.23,5.88,4.42,999,1014.3,5.8,4.7,999,99
1999,4,1,16,268,0.6,0.8,0.23,6.67,4.1,999,1014.3,6.5,5.1,999,99
1999,4,1,17,68,0.9,1.8,0.26,2.94,3.48,999,1013.4,6.7,5.2,999,99
1999,4,1,18,75,0.3,0.8,0.24,3.23,3.64,999,1012.8,7,5,999,99
1999,4,1,19,262,1,1.3,0.22,3.23,3.74,999,1012.6,7.5,5.9,999,99
1999,4,1,20,38,4.4,5.2,0.2,7.14,4.28,999,1012.3,6.9,6,999,99
1999,4,1,21,40,3.3,3.8,0.2,7.69,4.42,999,1012,6.3,5.6,999,99
1999,4,1,22,23,2,2.8,0.21,7.14,4.22,999,1012.6,6,5.2,999,99
1999,4,1,23,34,2.5,2.9,0.2,7.14,4.58,999,1012.7,6,4.7,999,99
1999,4,2,0,14,2.5,3,0.21,6.67,4.74,999,1012.8,5.9,4.4,999,99
1999,4,2,1,26,2.8,3.4,0.22,5.56,4.66,999,1013.3,5.8,5.1,999,99
1999,4,2,2,7,5.2,6,0.24,5.26,4.68,999,1013.3,5.6,5.1,999,99
1999,4,2,3,11,5.7,6.7,0.23,5.88,4.16,999,1013.5,5.5,4.8,999,99
1999,4,2,4,17,4.3,5,0.35,2.63,3.26,999,1013.9,5.1,4.4,999,99
1999,4,2,5,342,3.6,4.9,0.39,2.7,3.12,999,1014.3,5.1,4.4,999,99
1999,4,2,6,360,5.3,6.2,0.32,2.78,3.31,999,1014.5,5.1,4.3,999,99
1999,4,2,7,16,6.9,8.2,0.5,2.86,3.01,999,1014.3,5.1,4,999,99
1999,4,2,8,13,9.3,11.3,0.58,3.12,3.17,999,1014.8,5.1,4.4,999,99
1999,4,2,9,19,8.1,9.7,0.69,3.57,3.32,999,1015.7,5,4.3,999,99
1999,4,2,10,19,7.5,8.5,0.76,3.7,3.49,999,1016.4,5.1,4,999,99
1999,4,2,11,20,6.8,8,0.76,4,3.53,999,1017.3,5.1,3.9,999,99
1999,4,2,12,17,7,8.2,0.7,4.35,3.6,999,1018.6,4.8,3.9,999,99
1999,4,2,13,21,6.4,7.6,0.72,4.55,3.6,999,1019,4.8,3.9,999,99
1999,4,2,14,12,5.6,6.6,0.74,4.35,3.73,999,1020.3,4.8,3.9,999,99
1999,4,2,15,12,6.8,7.9,0.72,4.35,3.68,999,1020.5,4.8,3.9,999,99
1999,4,2,16,19,6.7,8.4,0.79,4.55,3.7,999,1020.5,4.8,3.9,999,99
1999,4,2,17,22,6,7.1,0.78,4.76,3.8,999,1020.5,4.8,3.9,999,99
1999,4,2,18,14,6.4,7.3,0.78,4.76,3.85,999,1020.4,4.7,3.9,999,99
1999,4,2,19,21,4.8,5.8,0.78,4.55,4,999,1020.4,4.4,3.9,999,99
1999,4,2,20,18,4.7,6.1,0.86,4.76,4.24,999,1020.3,4.4,3.9,999,99
1999,4,2,21,36,4.3,5.1,0.88,5.26,4.36,999,1019.7,4.4,3.9,999,99
1999,4,2,22,39,3.3,4.2,0.8,5.26,4.41,999,1019.8,4.6,4,999,99
1999,4,2,23,60,1.2,1.4,0.72,5.26,4.29,999,1020.4,4.4,3.9,999,99
1999,4,3,0,180,0,0.3,0.77,5,4.52,999,1020.4,3.9,4,999,99
1999,4,3,1,180,0,0,0.81,5.26,4.51,999,1020.6,3.6,4,999,99
1999,4,3,2,227,0.1,0.5,0.76,5.26,4.52,999,1021.1,3.6,3.9,999,99
1999,4,3,3,188,0.9,1.1,0.72,5.56,4.51,999,1021,3.9,3.6,999,99
1999,4,3,4,214,1.7,2.1,0.63,5.26,4.39,999,1020.6,4.1,3.6,999,99
1999,4,3,5,257,1.6,1.8,0.66,5.88,4.59,999,1020.6,4.4,3.6,999,99
1999,4,3,6,246,0.7,0.9,0.59,5.88,4.7,999,1020.5,4.4,3.6,999,99
1999,4,3,7,297,0.5,1.1,0.57,5.56,4.82,999,1020.7,4.7,3.6,999,99
1999,4,3,8,16,1.8,2.2,0.5,5.56,4.69,999,1020.9,4.4,3.6,999,99
1999,4,3,9,23,2.5,2.9,0.48,5.56,4.76,999,1020.5,4.4,3.6,999,99
1999,4,3,10,33,4.7,5.4,0.38,5.56,4.6,999,1021.3,4.9,3.6,999,99
1999,4,3,11,60,3.9,4.5,0.39,5.26,4.54,999,1022.1,4.8,3.6,999,99
1999,4,3,12,71,6.2,7.2,0.47,4.76,3.99,999,1022.8,4.4,3.6,999,99
1999,4,3,13,69,5,6,0.57,4.76,3.62,999,1022.8,4.3,3.5,999,99
1999,4,3,14,76,3.5,4.1,0.65,4.55,3.95,999,1023,4.3,3.6,999,99
1999,4,3,15,77,3.1,3.6,0.62,4.35,4.07,999,1022.7,4.3,3.6,999,99
1999,4,3,16,84,4.7,5.3,0.62,4.55,4.1,999,1022,4,3.6,999,99
1999,4,3,17,95,4.5,5.7,0.63,4.76,4.25,999,1021.2,4.3,3.6,999,99
1999,4,3,18,106,5.2,5.9,0.63,5,4.3,999,1020.5,4.3,3.7,999,99
1999,4,3,19,115,5.3,6.2,0.68,5,4.42,999,1019.6,4.3,3.9,999,99
1999,4,3,20,118,4.5,5.3,0.67,5.56,4.35,999,1019,4.4,4,999,99
1999,4,3,21,127,5.5,6.6,0.81,6.25,4.83,999,1017.9,4.9,4,999,99
1999,4,3,22,142,6.4,7.3,0.85,6.25,4.26,999,1017.2,5.5,3.9,999,99
1999,4,3,23,196,3.8,4.5,0.82,6.67,4.54,999,1016.6,7,3.9,999,99
1999,4,4,0,180,6.1,7.4,0.72,6.25,4.29,999,1016,6.8,3.9,999,99
1999,4,4,1,191,6,7.6,0.7,6.25,4.25,999,1015.7,6.6,3.9,999,99
1999,4,4,2,193,7.5,8.4,0.7,6.25,3.99,999,1014.1,6.4,3.6,999,99
1999,4,4,3,199,6.9,8.1,0.74,5.56,3.82,999,1012.5,6.3,3.6,999,99
1999,4,4,4,214,6.7,8.6,0.68,5.88,3.68,999,1011.2,6.6,3.6,999,99
1999,4,4,5,210,9.5,11.6,0.8,3.33,3.49,999,1008.3,7.1,3.6,999,99
1999,4,4,6,225,8.8,10.5,0.9,3.7,3.61,999,1007.3,7.4,3.6,999,99
1999,4,4,7,227,7.6,8.7,0.81,3.57,3.65,999,1005.7,7.5,3.6,999,99
1999,4,4,8,224,9.9,12,0.79,3.57,3.53,999,1003.8,8.2,3.6,999,99
1999,4,4,9,243,6.7,7.5,0.73,3.33,3.51,999,1004.6,7.5,3.5,999,99
1999,4,4,10,252,5.4,6.2,0.55,3.12,3.52,999,1005,7,3.5,999,99
1999,4,4,11,247,4.2,4.7,0.4,5,4.14,999,1005.6,6.6,3.5,999,99
1999,4,4,12,303,8.6,9.8,0.36,7.14,5.24,999,1006.5,8.2,3.5,999,99
1999,4,4,13,312,9.7,11.4,0.74,3.23,3.41,999,1007,6.4,3.6,999,99
1999,4,4,14,318,7.8,9.5,1.04,4,3.77,999,1007.7,5.6,3.6,999,99
1999,4,4,15,315,6.1,7.1,0.78,3.7,3.64,999,1007.8,5.6,3.9,999,99
1999,4,4,16,329,6.4,7.4,0.72,3.33,3.56,999,1007.8,6.2,3.9,999,99
1999,4,4,17,8,6.1,7.5,0.72,3.23,3.4,999,1008,5.2,4,999,99
1999,4,4,18,348,2.6,5.1,1.02,5.88,4.23,999,1008.5,5.2,4.3,999,99
1999,4,4,19,300,6.8,8.2,1.09,5.88,4.24,999,1008,7,4.4,999,99
1999,4,4,20,325,9.2,11.2,1.13,3.7,4.17,999,1008,7.4,4.4,999,99
1999,4,4,21,339,8.6,10.8,1.18,4.17,4.2,999,1008.8,7.3,4.3,999,99
1999,4,4,22,333,8,10.1,1.12,4.35,4.28,999,1009.9,7,4.3,999,99
1999,4,4,23,21,7.5,8.8,1.11,5.88,4.33,999,1011.1,5.6,4.4,999,99
1999,4,5,0,7,10.8,13.4,1.24,5.88,4.42,999,1011.6,5.2,4.3,999,99
1999,4,5,1,3,10.1,12.4,1.72,6.25,4.82,999,1013.1,4.8,4.3,999,99
1999,4,5,2,358,10.9,13,1.69,6.25,4.74,999,1014,4.4,4.3,999,99
1999,4,5,3,360,12,14.3,1.95,6.25,4.9,999,1014.6,3.6,4.3,999,99
1999,4,5,4,357,12.8,15.3,1.96,6.67,5.02,999,1015,2.9,4,999,99
1999,4,5,5,349,12.2,15.3,1.87,7.14,4.99,999,1015.6,2.5,4,999,99
1999,4,5,6,344,10.7,13.3,2.01,7.14,4.89,999,1016.1,2.4,3.9,999,99
1999,4,5,7,336,9.3,13.7,1.84,8.33,4.93,999,1016.6,2.1,3.9,999,99
1999,4,5,8,331,9,10.9,1.88,7.69,5.11,999,1017.5,1.7,3.8,999,99
1999,4,5,9,333,8.5,10.4,2.03,7.69,5.43,999,1018.1,1.8,3.6,999,99
1999,4,5,10,331,8.8,10.5,2.08,7.69,5.66,999,1019,1.7,3.6,999,99
1999,4,5,11,335,9.2,10.7,2.17,7.69,5.56,999,1020.4,1.8,3.6,999,99
1999,4,5,12,330,8.1,9.6,1.92,7.14,5.56,999,1021.1,2,3.6,999,99
1999,4,5,13,350,9.3,11,2.06,7.69,5.6,999,1021.5,2.9,3.6,999,99
1999,4,5,14,347,8.7,10.3,1.99,7.69,5.48,999,1022.4,3.3,3.6,999,99
1999,4,5,15,353,7.2,8.3,1.82,7.69,5.32,999,1022.7,4,3.6,999,99
1999,4,5,16,339,3,4.8,1.71,7.14,5.51,999,1023,4.7,3.7,999,99
1999,4,5,17,119,0.5,1.3,1.68,7.14,5.75,999,1022.7,5.6,3.9,999,99
1999,4,5,18,236,1.6,2.6,1.58,7.69,5.73,999,1022.2,5.9,4.3,999,99
1999,4,5,19,225,3.4,4,1.54,7.69,6.11,999,1021.9,6.4,4.4,999,99
1999,4,5,20,209,2,2.9,1.4,7.69,6.12,999,1021.6,7.8,4.7,999,99
1999,4,5,21,221,2.6,3.3,1.43,7.69,6.3,999,1021.2,8.6,5.1,999,99
1999,4,5,22,123,1.2,2.1,1.34,7.69,6.27,999,1021.1,8.9,4.8,999,99
1999,4,5,23,118,1.3,1.6,1.3,7.69,6.63,999,1021.3,6.8,5.2,999,99
1999,4,6,0,136,0.8,1.1,1.26,9.09,6.83,999,1022,7.3,5.1,999,99
1999,4,6,1,185,0.9,1.6,1.3,8.33,6.76,999,1022.7,6.3,5.1,999,99
1999,4,6,2,283,0.5,1.4,1.32,7.69,6.85,999,1023.4,7.4,4.8,999,99
1999,4,6,3,278,0.7,1.5,1.15,7.14,6.59,999,1023,7.5,4.8,999,99
1999,4,6,4,305,2,2.7,1.16,8.33,6.57,999,1022.9,7.5,4.7,999,99
1999,4,6,5,322,2.7,3.1,1.12,7.69,6.44,999,1023.6,6.7,4.7,999,99
1999,4,6,6,341,2.7,2.9,1.1,7.69,6.39,999,1023.7,6.6,4.7,999,99
1999,4,6,7,343,3.6,4.1,1.13,7.14,6.73,999,1023.9,6.3,4.4,999,99
1999,4,6,8,337,1.4,1.7,1.02,8.33,6.75,999,1024.2,5.3,4.3,999,99
1999,4,6,9,180,0,0.1,1,7.69,6.73,999,1024.4,5.1,4.4,999,99
1999,4,6,10,271,2.1,2.6,0.85,7.69,6.39,999,1024.9,5.2,4.4,999,99
1999,4,6,11,300,1.9,2.5,0.95,11.11,7.34,999,1024.8,5.1,4.4,999,99
1999,4,6,12,319,2,2.3,0.91,11.11,7.4,999,1025.1,5.1,4.5,999,99
1999,4,6,13,291,1.7,2.2,0.89,10,7.22,999,1025.6,5.1,4.3,999,99
1999,4,6,14,258,2,2.3,0.97,11.11,8,999,1025.7,5.8,4.4,999,99
1999,4,6,15,261,1.5,2.1,1.01,11.11,8,999,1025.6,6.3,4.4,999,99
1999,4,6,16,47,0.6,1.2,0.93,9.09,7.37,999,1024.9,7.5,5.4,999,99
1999,4,6,17,102,3.1,4,0.98,9.09,7.34,999,1023.7,7.2,5.5,999,99
1999,4,6,18,109,4.7,5.3,1.07,8.33,7.38,999,1022.8,6.6,5.2,999,99
1999,4,6,19,110,5.4,6.3,0.97,10,7.25,999,1022,6.3,5.3,999,99
1999,4,6,20,112,6.6,7.7,0.96,12.5,7.04,999,1020.6,5.9,5.2,999,99
1999,4,6,21,119,7.4,8.6,0.91,12.5,5.51,999,1019.7,6.3,5.1,999,99
1999,4,6,22,138,8.8,10.3,1.09,12.5,4.93,999,1018.6,7.1,5.1,999,99
1999,4,6,23,155,8.6,9.8,1.12,12.5,4.64,999,1018.1,7.8,4.8,999,99
1999,4,7,0,169,6.7,8,1.11,11.11,5.19,999,1018.5,7.6,4.4,999,99
1999,4,7,1,165,5.9,7,1.03,10,5.02,999,1018.2,6.7,4.3,999,99
1999,4,7,2,165,6.1,6.9,1.09,11.11,5.32,999,1017.9,6.3,4.3,999,99
1999,4,7,3,176,5.7,6.3,1.03,11.11,5.69,999,1018.1,6.3,4.3,999,99
1999,4,7,4,149,7.1,8,1.17,11.11,5.95,999,1015.3,5.9,4.3,999,99
1999,4,7,5,177,6.3,7.7,0.97,10,5.02,999,1015.3,6.6,4.3,999,99
1999,4,7,6,176,5.9,7.5,0.97,8.33,5.2,999,1014.3,7.4,4.3,999,99
1999,4,7,7,190,3.8,4.7,1.1,9.09,5.52,999,1013.5,7.4,4.3,999,99
1999,4,7,8,180,1.6,2.1,0.98,10,5.38,999,1012.8,7.2,4.3,999,99
1999,4,7,9,123,0.4,1.1,0.93,11.11,5.7,999,1011.9,7.3,4.3,999,99
1999,4,7,10,205,6,7.2,0.91,11.11,5.49,999,1010.9,8.7,4.3,999,99
1999,4,7,11,206,4.8,5.3,0.87,7.69,5.45,999,1010.8,7.9,4.3,999,99
1999,4,7,12,238,4.9,5.8,0.87,11.11,5.47,999,1010.8,8.2,4.4,999,99
1999,4,7,13,237,5.7,6.5,0.92,10,5.43,999,1010.8,8.3,4.4,999,99
1999,4,7,14,232,6.5,7.9,0.89,11.11,5.24,999,1010.3,9.3,4.6,999,99
1999,4,7,15,256,7,8.5,0.87,11.11,5.25,999,1010.1,10.3,4.7,999,99
1999,4,7,16,268,8.1,9.4,0.92,9.09,4.26,999,1009.7,10.7,4.7,999,99
1999,4,7,17,272,8.2,10.1,1.11,3.85,4.41,999,1009.5,10.5,4.7,999,99
1999,4,7,18,276,9.2,11.1,1.15,4.35,4.19,999,1009.3,11,4.7,999,99
1999,4,7,19,267,4.3,6.3,0.93,10,4.51,999,1010,9.5,4.7,999,99
1999,4,7,20,274,6.1,6.7,0.83,10,4.61,999,1009.7,10.5,4.8,999,99
1999,4,7,21,263,7.2,8.3,0.86,10,4.3,999,1010,11.1,4.8,999,99
1999,4,7,22,271,4.4,6.6,0.81,10,4.38,999,1010.4,10.8,4.8,999,99
1999,4,7,23,283,5.1,5.7,0.77,9.09,4.4,999,1011.1,10.1,4.7,999,99
1999,4,8,0,280,6.6,7.8,0.7,10,4.48,999,1011.8,10.2,4.7,999,99
1999,4,8,1,278,5.4,6.2,0.64,10,4.5,999,1013.4,9.8,4.7,999,99
1999,4,8,2,269,5.4,6,0.57,10,5.15,999,1014.1,9,4.7,999,99
1999,4,8,3,294,3.1,3.5,0.51,9.09,5.78,999,1014.3,8.5,4.7,999,99
1999,4,8,4,300,2.4,2.8,0.46,8.33,6.73,999,1013.5,9.2,4.7,999,99
1999,4,8,5,250,2,2.8,0.52,9.09,6.86,999,1013.3,8.3,4.6,999,99
1999,4,8,6,217,2,2.6,0.5,8.33,6.7,999,1013.3,7.9,4.4,999,99
1999,4,8,7,17,0.5,0.7,0.53,10,6.97,999,1012.7,7.1,4.4,999,99
1999,4,8,8,45,1.1,1.4,0.47,9.09,6.64,999,1011.9,7.8,4.4,999,99
1999,4,8,9,184,4.1,4.8,0.44,8.33,6.71,999,1011.9,6.6,4.8,999,99
1999,4,8,10,168,3.8,4.2,0.43,10,6.63,999,1011.2,6.5,4.8,999,99
1999,4,8,11,158,4,4.8,0.46,10,6.87,999,1010.4,6.5,4.8,999,99
1999,4,8,12,153,4.7,5.4,0.38,9.09,6.38,999,1009.8,6.9,4.8,999,99
1999,4,8,13,152,4,4.7,0.42,10,6.83,999,1009.4,6.6,4.8,999,99
1999,4,8,14,140,4.7,5.5,0.43,10,6.72,999,1007.6,7.4,4.8,999,99
1999,4,8,15,153,7,8.5,0.53,7.69,4.4,999,1005.9,9,5.1,999,99
1999,4,8,16,188,6.4,8.9,0.74,3.33,3.58,999,1003.5,11.4,5.1,999,99
1999,4,8,17,203,7.8,10.6,0.88,3.57,3.77,999,1001.6,13.5,5.1,999,99
1999,4,8,18,243,7.4,8,0.85,4.17,3.79,999,1000.3,14.1,5.1,999,99
1999,4,8,19,249,7.1,8.3,0.84,4.35,3.91,999,999.3,14.5,5.1,999,99
1999,4,8,20,253,8.7,12.5,0.91,3.57,3.88,999,998,14.6,5.1,999,99
1999,4,8,21,261,7.8,8.9,0.99,4.17,3.86,999,998.4,14.2,5.1,999,99
1999,4,8,22,286,10.8,12.9,1.01,4,3.87,999,999.3,14.6,4.8,999,99
